file_name,color,cut_name,freshness_index,time_hours,time_days,sample_num,mode,loading,point_index,deformation,stress_pa,curve_weight,is_curve_outlier
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,36,0.07105780454545454,162.17655802406,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,37,0.07293961717171717,164.50048826348484,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,38,0.07482142979797979,166.76898395900056,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,39,0.07670324242424242,168.96591926238122,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,40,0.07858505505050505,171.16285456576185,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,41,0.08046686767676767,173.35978986914247,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,42,0.0823486803030303,175.5567251725231,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,43,0.08423049292929292,177.7492196608405,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,44,0.08611230555555555,179.59344290597116,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,45,0.08799411818181818,181.4376661511018,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,46,0.0898759308080808,183.28188939623243,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,47,0.09175774343434343,185.12611264136308,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,48,0.09363955606060606,186.9703358864937,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,49,0.09552136868686868,188.84885801300095,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,50,0.0974031813131313,190.75087146104443,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,51,0.09928499393939394,192.65288490908793,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,52,0.10116680656565656,194.55489835713144,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,53,0.10304861919191918,196.4569118051749,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,54,0.10493043181818182,198.30202433304018,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,55,0.10681224444444444,199.8798560865175,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,56,0.10869405707070706,201.4576878399948,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,57,0.1105758696969697,203.03551959347212,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,58,0.11245768232323232,204.61335134694943,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,59,0.11433949494949494,206.19118310042674,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,60,0.11622130757575758,207.74090472170778,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,61,0.1181031202020202,209.28046857980456,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,62,0.11998493282828282,210.82003243790132,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,63,0.12186674545454546,212.35959629599807,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,64,0.12374855808080808,213.89916015409483,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,65,0.1256303707070707,215.41630952473895,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,66,0.12751218333333333,216.88896058846493,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,67,0.12939399595959594,218.36161165219087,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,68,0.13127580858585858,219.83426271591685,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,69,0.1331576212121212,221.30691377964283,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,70,0.13503943383838382,222.77956484336877,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,71,0.13692124646464646,224.0556315770172,0.8943621768741351,False
