file_name,color,cut_name,freshness_index,time_hours,time_days,sample_num,mode,loading,point_index,deformation,stress_pa
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,uniaxial,tension,0,1.026377,1016.83
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,uniaxial,tension,1,1.051581,486.019
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,uniaxial,tension,2,1.0763534,102.361
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,uniaxial,tension,3,1.101472,-34.577
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,0,0.000406582,-29.9022
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,1,0.0030194799999999997,-2.11084
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,2,0.0030194700000000002,-2.11084
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,3,0.0030194700000000002,-2.11084
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,4,0.00301946,-2.11084
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,5,0.00301946,-2.11084
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,6,0.0110082,46.4003
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,7,0.0110081,46.4003
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,8,0.0110081,46.4003
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,9,0.0110081,46.4003
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,10,0.0190104,118.095
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,11,0.0190104,118.095
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,12,0.0190104,118.095
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,13,0.0190104,118.095
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,14,0.0269774,161.125
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,15,0.0269773,161.125
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,16,0.0269773,161.125
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,17,0.0269773,161.125
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,18,0.0349964,195.918
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,19,0.0349964,195.918
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,20,0.0349964,195.918
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,21,0.0349965,195.918
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,22,0.043088800000000003,225.369
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,23,0.043088800000000003,225.369
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,24,0.043088800000000003,225.369
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,25,0.0430887,225.369
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,26,0.0510898,250.822
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,27,0.0510899,250.822
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,28,0.0510899,250.822
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,29,0.0510899,250.822
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,30,0.059111500000000004,273.365
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,31,0.059111500000000004,273.365
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,32,0.059111500000000004,273.365
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,33,0.0591116,273.365
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,34,0.0671045,293.444
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,35,0.06710429999999999,293.444
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,36,0.06710429999999999,293.444
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,37,0.06710429999999999,293.444
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,38,0.0751626,311.865
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,39,0.0751627,311.865
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,40,0.0751627,311.865
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,41,0.0751627,311.865
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,42,0.0831678,328.182
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,43,0.0831677,328.182
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,44,0.0831677,328.182
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,45,0.0831677,328.182
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,shear,shear,46,0.0912438,343.316
