color,cut_name,freshness_index,time_hours,time_days,mode,loading,point_index,deformation,file_name,sample_num,interpolated_stress_pa,modified_z,is_outlier
green,sirloin steak,1,0,0.0,shear,shear,42,0.16987984942857143,green1-1.xls,1,555.8940623048816,0.9710344049429992,False
green,sirloin steak,1,0,0.0,shear,shear,42,0.16987984942857143,green1-2.xls,2,266.1752732839073,-1.5037937943810389,False
green,sirloin steak,1,0,0.0,shear,shear,42,0.16987984942857143,green1-3.xls,3,446.29539542062804,0.03482356293980449,False
green,sirloin steak,1,0,0.0,shear,shear,42,0.16987984942857143,green1-4.xls,4,363.2575652653496,-0.6745,False
green,sirloin steak,1,0,0.0,shear,shear,42,0.16987984942857143,green1-5.xls,5,442.2187324477916,0.0,False
green,sirloin steak,1,0,0.0,shear,shear,43,0.17394501379591837,green1-1.xls,1,561.5726643474379,0.9913004253803697,False
green,sirloin steak,1,0,0.0,shear,shear,43,0.17394501379591837,green1-2.xls,2,262.19530395352484,-1.5515107474388319,False
green,sirloin steak,1,0,0.0,shear,shear,43,0.17394501379591837,green1-3.xls,3,450.1184304793096,0.044645438627259344,False
green,sirloin steak,1,0,0.0,shear,shear,43,0.17394501379591837,green1-4.xls,4,365.44998735741854,-0.6745,False
green,sirloin steak,1,0,0.0,shear,shear,43,0.17394501379591837,green1-5.xls,5,444.8621087701995,0.0,False
green,sirloin steak,1,0,0.0,shear,shear,44,0.1780101781632653,green1-1.xls,1,567.1432462893227,1.0064708691653963,False
green,sirloin steak,1,0,0.0,shear,shear,44,0.1780101781632653,green1-2.xls,2,258.97053997157144,-1.5874023333150344,False
green,sirloin steak,1,0,0.0,shear,shear,44,0.1780101781632653,green1-3.xls,3,454.13628408628074,0.0552973066048205,False
green,sirloin steak,1,0,0.0,shear,shear,44,0.1780101781632653,green1-4.xls,4,367.43057664277666,-0.6745,False
green,sirloin steak,1,0,0.0,shear,shear,44,0.1780101781632653,green1-5.xls,5,447.56652554442365,0.0,False
